ID,Name,Price,Processor,Number of USB 3.0 Ports,Number of Processors,Computer Memory Type,Hard Drive Interface,Bluetooth,Wireless_Year,Numeric_Release_Date,Numeric_Display_Size,Resolution_Width,Resolution_Height,Numeric_RAM,Numeric_Memory_Speed,Numeric_Drive_Capacity,Drive_Type,Numeric_Battery_Capacity,Numeric_Battery_Life,Clean_Brand,Clean_Series,Clean_Operating_System,Lithium_Battery_Technology,Clean_Processor_Type,Numeric_Processor_Speed,Height,Depth,Width,Clean_Processor_Brand,Numeric_Flash_Size,Clean_Optical_Drive,Graphics_Coprocessor_Category,Chipset_Category,Integrated_Graphics,Color_Category,Number_of_Color_words,Numeric_Weight
B09ZDD9CFR,"HP 14"" HD Laptop Computer, AMD Ryzen 3 3250U up to 3.5GHz (Beat i5-7200U), 128GB SSD, 8GB DDR4 RAM, WiFi, Bluetooth, HDMI, Webcam, Windows 10 S, Online Class Ready",342.0,2.6 GHz ryzen_3_3250u,3.0,2.0,DDR4 SDRAM,solid state,False,2014.0,1648512000.0,14.0,1366.0,768.0,8.0,3500.0,128000000.0,SSD,,7.0,hp,,windows 10,lithium ion,ryzen,2.6,1.0,9.0,13.0,amd,8.0,,radeon,amd,True,silver,1.0,3.24
B09ZDLV55S,"2022 Newest Lenovo Yoga 6 13 2-in-1 13.3"" FHD IPS Touchscreen Laptop, AMD Octa-Core Ryzen 7 5700U(Beats i7-10510U), 16GB RAM, 512GB SSD, Backlit KB, Fingerprint reader, Wifi 6, Windows 11, Blue+JVQ MP",879.0,1.8 GHz amd_ryzen_7,3.0,4.0,DDR4 SDRAM,solid state,False,2020.0,1651536000.0,13.3,1920.0,1080.0,16.0,3200.0,512000000.0,SSD,,13.0,lenovo,,windows 11,,ryzen,1.8,0.72,8.13,12.13,amd,512.0,,radeon,amd,True,blue,2.0,2.91
B09ZDXCBBD,"HP 17.3"" FHD Laptop, 11th Gen Intel Core i5-1135G7(Beat i7-1065G7), 16GB RAM 1TB SSD, Backlit Keyboard, Wi-Fi, Bluetooth, Webcam, HDMI, Windows 11 Home, ABYS Mouse Pad",672.0,4.2 GHz apple_ci5,,4.0,DDR5 SDRAM,solid state,True,1999.0,1651536000.0,13.7,1920.0,1080.0,16.0,2666.0,1000000000.0,SSD,,9.0,hp,,windows 11,,i5,4.2,0.96,10.72,16.33,intel,,,iris,intel,True,,,6.56
B09ZF2W1SW,"HP ProBook 450 G9 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 512 GB SSD",979.69,1.7 GHz core_i7,,1.0,,,False,,1651536000.0,15.6,1920.0,1080.0,,,512000000.0,SSD,,,hp,pro,windows 11,,i7,1.7,0.78,9.2,14.1,intel,,None,iris,intel,False,,,5.35
B09ZF3SWF6,"Lenovo ThinkBook 14 G4 ABA 21DK000UUS 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral Gray - AM",763.07,2.3 GHz ryzen_5,,6.0,,,True,2020.0,1651536000.0,14.0,1920.0,1080.0,8.0,2400.0,256000000.0,SSD,,,lenovo,,windows 11,,ryzen,2.3,3.0,11.5,20.0,amd,256.0,,,amd,True,,,5.34
B09ZFYDBHW,"Dell 2022 Newest Inspiron 16 Plus 7610 Laptop, 16"" 3K Non-Touch Display, Intel Core i7-11800H, 16GB RAM, 1TB SSD, FP Reader, Webcam, Backlit KB, HDMI, Bluetooth, WiFi 6, Win 11, Mist Blue",968.0,2.3 GHz core_i7_11800h,2.0,8.0,DDR4 SDRAM,pcie x 4,True,,1651536000.0,16.0,3072.0,1920.0,16.0,4600.0,1000000000.0,SSD,,,dell,inspiron,windows 11,,i7,2.3,0.75,9.74,13.99,intel,1000.0,,intel,intel,True,,3.0,4.4
B09ZGR6RP7,"Newest Dell Inspiron 3000 Laptop Computer, 15.6"" HD Display, Intel Pentium Silver Processor N5030 (Up to 3.10Ghz), Webcam, Wi-Fi, HDMI, Windows 10 Home, Black (Latest Model) (32GB RAM | 1 TB SSD)",579.99,,,,,,False,,1651536000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
B09ZJ6K5GF,"HP 2022 Newest 15.6"" HD Touchscreen Laptop, 11th Gen Intel Core i5-1135G7 Up to 4.2 Ghz, Intel Iris Xe Graphics, HDMI,Webcam, Win11 +CUE Accessories (16GB RAM | 512GB SSD)",529.0,2.4 GHz intel_core_i5_1135g7,,4.0,,usb,True,,1651622400.0,15.0,1366.0,768.0,16.0,,,SSD,,,hp,,windows 11,,,2.4,0.78,9.53,14.11,intel,,,iris,intel,True,silver,1.0,3.86
B09ZJ7Q6G4,"HP ZBook Firefly 14 G8 14"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB Total RAM - 256 GB SSD",750.0,2.4 GHz intel_core_i5_1135g7,,1.0,,,False,,1651622400.0,14.0,1920.0,1080.0,,2400.0,256000000.0,SSD,,,hp,,windows 11,,,2.4,2.7,12.0,17.7,intel,,None,iris,intel,False,,,4.0
B09ZJYS2YJ,"Newest HP Pavilion Business Laptop, 15.6"" Full HD Display, 11th Gen Intel i7-1165G7(Up to 4.7GHz), 16GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Backlit KB, Fingerprint, Bluetooth, Windows 11 Pro",899.0,2.8 GHz,,4.0,DDR4 SDRAM,usb,True,,1651622400.0,15.0,,,16.0,2800.0,,SSD,,10.0,hp,pavilion,windows 11,lithium ion,,2.8,,,,intel,,,iris,intel,,,,3.75
B09ZK4KXZK,"ASUS VivoBook S 15 Slim Laptop, 15.6"" FHD Display, AMD Ryzenâ„¢ 7 5800H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Windows 11 Home, Fingerprint Reader, Indie Black, S3502QA-DS71",764.59,4.4 GHz ryzen_7,1.0,8.0,DDR4 SDRAM,,False,,1651622400.0,15.6,1920.0,1080.0,8.0,,512000000.0,SSD,,,asus,vivobook,windows 11,lithium ion,ryzen,4.4,0.74,9.17,14.17,amd,512.0,None,radeon,amd,False,black,2.0,3.75
B09ZKB4BVY,"Dell XPS 17 9710 Laptop (2021) | 17'' 4K Touch | Core i7 - 1TB SSD - 32GB RAM - RTX 3050 | 8 Cores @ 4.6 GHz - 11th Gen CPU, Platinum Silver, Win 11 Pro",2495.98,2.3 GHz core_i7,,8.0,DDR4 SDRAM,solid state,True,,1632700800.0,17.0,3840.0,2400.0,32.0,4600.0,1000000000.0,SSD,,,dell,xps,windows 11,,i7,2.3,0.75,9.76,14.74,intel,1000.0,,geforce,nvidia,True,silver,2.0,4.87
B09ZKD5XSH,"Dell Latitude 5000 5521 Laptop | 15.6"" FHD | Core i5 - 512GB SSD - 16GB RAM | 6 Cores @ 4.5 GHz - 11th Gen CPU Win 11 Pro (Renewed)",949.89,2.7 GHz core_i5,,6.0,DDR4 SDRAM,solid state,True,,1651708800.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,,dell,latitude,windows 11,,i5,2.7,0.89,9.19,14.09,intel,,,intel,intel,True,black,1.0,3.95
B09ZKDP2XH,"ASUS VivoBook S 15 OLED Slim Laptop, 15.6” FHD OLED Display, Intel Evo Platform, Intel Core i7-12700H CPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3502ZA-DS74",1099.99,4.7 GHz apple_ci7,1.0,14.0,DDR4 SDRAM,,False,,1651622400.0,15.6,1920.0,1080.0,16.0,,512000000.0,SSD,,,asus,vivobook,windows 11,lithium ion,i7,4.7,0.71,9.17,14.17,intel,512.0,None,iris,intel,False,black,2.0,7.0
B09ZKGPCSH,"ASUS VivoBook S 15 OLED Slim Laptop, 15.6” FHD OLED Display, Intel Evo Platform, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3502ZA-DS51",899.99,4.5 GHz apple_ci5,1.0,12.0,DDR4 SDRAM,,False,,1651622400.0,15.6,1920.0,1080.0,8.0,,512000000.0,SSD,,,asus,vivobook,windows 11,lithium ion,i5,4.5,0.71,9.17,14.17,intel,512.0,None,iris,intel,False,black,2.0,6.95
B09ZKH1YD7,"Dell Inspiron 3000 Laptop (2022 Latest Model), 15.6"" FHD Display, AMD Ryzen 3 3250U Processor, AMD Radeon Vega 3 Graphics, 16GB RAM, 512GB SSD, Fingerprint Reader, Webcam, HDMI, Bluetooth, WiFi, Win11",539.0,,,,,,False,,1651622400.0,,,,,,,,,,,,,,,,0.78,9.8,14.33,,,,,,,,,4.04
B09ZKHHPYJ,"ASUS VivoBook 15 Laptop, 15.6"" Display, AMD Ryzen 5 4600H CPU, AMD Radeon GPU, 8GB RAM, 256GB SSD, Windows 11 Home, Quiet Blue, M1502IA-AS51",549.99,4 GHz ryzen_5,2.0,6.0,DDR4 SDRAM,,False,,1651622400.0,15.6,1920.0,1080.0,8.0,,256000000.0,SSD,,,asus,,windows 11,lithium ion,ryzen,4.0,0.78,9.15,14.16,amd,256.0,None,radeon,amd,False,blue,2.0,3.3
B09ZL2B67W,"Dell Latitude 5000 5320 Laptop (2021) | 13.3"" FHD | Core i5 - 256GB SSD - 16GB RAM | 4 Cores @ 4.2 GHz - 11th Gen CPU Win 11 Pro (Renewed)",529.99,core_i5,,4.0,DDR4 SDRAM,solid state,True,,1651708800.0,13.3,1920.0,1080.0,16.0,,256000000.0,SSD,,,dell,latitude,windows 11,lithium ion,i5,,0.67,8.17,12.04,intel,,,intel,intel,True,black,1.0,2.61
B09ZL33B1Q,"Dell Precision 5000 5540 Workstation Laptop (2019) | 15.6'' FHD | Core i7 - 1TB SSD - 32GB RAM - Quadro T2000 | 6 Cores @ 4.6 GHz Win 10 Pro (Reed), Platinum Silver",995.0,2.6 GHz core_i7,,6.0,DDR4 SDRAM,solid state,False,,1651708800.0,15.6,1920.0,1080.0,32.0,,1000000000.0,SSD,,,dell,precision,windows 10,lithium ion,i7,2.6,0.45,9.27,14.06,intel,,,nvidia,nvidia,True,silver,2.0,3.93
B09ZPZ9DGC,"HP Laptop 14-fq0027ca 14"" AMD 3020e 4 GB DDR4 128 GB SSD Windows 11 Home in S Mode Natural Silver (Renewed)",196.0,2.4 GHz amd_e_series,2.0,2.0,DDR4 SDRAM,solid state,False,,1651795200.0,14.0,,,4.0,,,SSD,,,hp,,windows 11,,,2.4,,,,amd,128.0,DVD,,amd,True,,,1.96
B09ZQ2QP7C,"2022 ASUS Laptop L210 11.6” Ultra Thin Student Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 192 GB Storage, Windows 10 Home in S Mode with One Year of Office 365 Personal, Star Black",249.99,2.8 GHz celeron_n4020,,2.0,DDR4 SDRAM,solid state,True,,1651795200.0,11.6,1367.0,768.0,4.0,2666.0,192000000.0,SSD,,12.0,asus,,windows 10,,,2.8,,,,intel,128.0,,intel,intel,True,,,3.65
B09ZQ2XT26,"2022 ASUS Laptop L210 11.6” Ultra Thin Student Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 320 GB Storage, Windows 10 Home in S Mode with One Year of Office 365 Personal, Star Black",279.99,2.8 GHz celeron_n4020,,2.0,DDR4 SDRAM,solid state,True,,1651795200.0,11.6,1368.0,768.0,4.0,2666.0,320000000000.0,SSD,,12.0,asus,,windows 10,,,2.8,,,,intel,256.0,,intel,intel,True,,,3.66
B09ZXQC3NK,"HP 17.3"" HD+ Touchscreen Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16GB RAM 512GB PCIe SSD, Backlit Keyboard, Bluetooth, Webcam, WiFi, HDMI, Windows 11 Home",929.0,2.4 GHz apple_ci7,,4.0,DDR4 SDRAM,solid state,False,2020.0,1652140800.0,17.3,1600.0,900.0,16.0,,512000000.0,SSD,,,hp,,windows 11,,i7,2.4,0.78,10.15,15.78,intel,512.0,None,iris,intel,True,silver,1.0,6.69
B09ZZKBW6N,"2022 Newest ASUS VivoBook 15.6"" FHD Touchscreen Laptop Computer, 11th Gen Intel i3-1115G4(up to 4.1GHz), 8GB DDR4 RAM, 256GB SSD, Fingerprint Reader, Webcam, WiFi, HDMI, Windows 10S, Slate Grey+JVQ MP",449.0,3 GHz core_i3_1115g4,3.0,2.0,DDR4 SDRAM,solid state,False,2014.0,1652140800.0,15.6,1920.0,1080.0,8.0,2666.0,256000000.0,SSD,,,asus,,windows 10,,i3,3.0,0.8,9.4,14.1,intel,,,intel,intel,True,gray,2.0,3.97
B0B11NB1TM,"ASUS VivoBook S 16X Slim Laptop, 16"" WUXGA (1920 x 1200) 16:10 Display, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Midnight Black, S5602ZA-DB51",634.99,4.5 GHz apple_ci5,1.0,12.0,DDR4 SDRAM,,True,2020.0,1652227200.0,16.0,1920.0,1200.0,8.0,4500.0,512000000.0,SSD,,,asus,vivobook,windows 11,lithium ion,i5,4.5,0.7,9.94,14.08,intel,512.0,None,iris,intel,False,black,2.0,3.22
B0B13XFN1G,"Lenovo ThinkPad P1 Gen 3 15.6"" Touchscreen Mobile Workstation - 4K UHD HDR OLED Touch (3840X2160) Intel Core i7 i7-10875H (8 Core) 32 GB RAM - 1 TB SSD NVidia T1000 Win 10 Pro (Renewed)",1359.0,2.3 GHz corei7_10875h,,8.0,,usb 3.1,False,,1652227200.0,15.6,3840.0,2160.0,32.0,2300.0,,SSD,,,lenovo,thinkpad,windows 10,lithium ion,,2.3,,,,intel,,,,nvidia,True,,,6.3
B0B179R2J5,"2022 Newest HP 14"" Flagship Chromebook, AMD Processor, 8GB LPDDR4, 32GB Storage, Chrome OS, Dale Black (Renewed) (Dale Black)",189.99,2.8 GHz celeron,,,,usb,True,,1652313600.0,14.0,1366.0,768.0,8.0,2800.0,,,,,hp,,chrome os,lithium ion,celeron,2.8,1.0,9.0,13.0,intel,,,,amd,,,,4.82
B0B187DRWN,"ASUS VivoBook 15 Laptop, 15.6"" FHD IPS Touchscreen, Intel Core i3-1115G4, 8GB DDR4 RAM, 512GB SSD,Fingerprint Reader, Backlit Keyboard, Windows 10 Home in S Mode, TWE Pen",459.99,3 GHz apple_ci3,,2.0,DDR4 SDRAM,solid state,True,,1652400000.0,15.6,1920.0,1080.0,8.0,3400.0,512000000.0,SSD,,,asus,vivobook,windows 10,,i3,3.0,,,,intel,8.0,,intel,intel,True,,,3.97
B0B187VMYB,"ASUS Chromebook 14"" Laptop, HD NanoEdge Narrow bezels Laptop, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4, 64GB eMMC, SD Card Reader, USB Type-C, with TWE 64GB SD Micro",208.0,1.1 GHz celeron_n3350,,2.0,DDR4 SDRAM,solid state,True,,1652400000.0,14.0,1366.0,768.0,4.0,,64000000.0,SSD,,10.0,asus,,chrome os,,celeron,1.1,0.6,8.0,12.6,intel,64.0,,intel,intel,True,gray,1.0,2.64
B0B1961GSS,"Dell Latitude 3000 3420 14"" Notebook - HD - 1366 x 768 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB Total RAM - 256 GB SSD",933.99,2.4 GHz intel_core_i5_1135g7,3.0,1.0,DDR4 SDRAM,solid state,False,2020.0,1645488000.0,14.0,1366.0,768.0,8.0,3200.0,256000000.0,SSD,,,dell,latitude,windows 10,lithium ion,,2.4,2.9,13.5,15.4,intel,0.008,,iris,intel,False,,1.0,3.79
B0B19F5X8C,"Dell Latitude 5000 5520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB Total RAM - 512 GB SSD - Titan Gray",1284.2,3 GHz core_i7,,1.0,DDR4 SDRAM,,False,2020.0,1652486400.0,15.6,1920.0,1080.0,,,512000000.0,SSD,,,dell,latitude,windows 10,lithium ion,i7,3.0,2.9,13.5,15.4,intel,,,iris,intel,False,gray,2.0,4.4
B0B19N1LTR,"Dell Inspiron 15.6''FHD Business Laptop, Intel Core i7-11390H Processor, Windows 10 Pro, 16GB RAM, 512GB SSD",1199.0,3 GHz core_i7,2.0,4.0,,usb 3.2,True,,1652486400.0,15.0,1920.0,1080.0,16.0,,,SSD,,,dell,inspiron,windows 10,,i7,3.0,,,,intel,512.0,,geforce,nvidia,True,,5.0,7.0
B0B1DLNHXR,"Lenovo IdeaPad 3 Laptop, 15.6"" HD Touch 220 nits, Pentium Gold 6405U up to 2.4GHz, UHD Graphics, 4GB DDR4 RM, 256GB SSD, Webcam, Win 10 Home, TWE Pen",359.0,2.4 GHz intel_pentium_d,,2.0,DDR4 SDRAM,solid state,True,,1652659200.0,15.6,1366.0,768.0,4.0,2400.0,256000000.0,SSD,,,lenovo,ideapad,windows 10,,pentium,2.4,,,,intel,256.0,,intel,intel,True,,,3.75
B0B1DNHHN4,"Lenovo Ideapad Flex 5 14"" FHD IPS 2-in-1 Touchscreen Laptop, AMD Ryzen 3 5300U 4-Core (up to 3.80 GHz),4GB RAM, 128GB NVMe SSD, Fingerprint,Webcam, HDMI, Win10 S TWE Pen",448.0,2.6 GHz ryzen_3,,4.0,DDR4 SDRAM,solid state,True,,1652659200.0,14.0,1920.0,1080.0,4.0,2600.0,128000000.0,SSD,,,lenovo,ideapad,windows 10,,ryzen,2.6,3.0,13.0,16.0,amd,,,radeon,amd,True,,3.0,3.3
B0B1H3R928,"Lenovo Newest Ideapad 3i 14"" FHD IPS Laptop, Intel 10th Gen i5-1021U Processor, 8GB RAM 256GB PCIe SSD, Bluetooth, Webcam, WiFi, HDMI, Windows 11 Home, Gray",509.0,1.6 GHz apple_ci5,,4.0,DDR4 SDRAM,usb,False,2014.0,1652832000.0,14.0,1920.0,1080.0,8.0,1600.0,,SSD,,9.0,lenovo,ideapad,windows 11,lithium ion,i5,1.6,0.78,9.49,12.88,intel,256.0,None,intel,intel,True,gray,1.0,3.3
B0B1HD4XSH,"Lenovo Chromebook C340 2-in-1 Convertible Laptop, 11.6"" HD Touchscreen, Intel Celeron N4000, 4GB DDR4 RAM, 160GB Space(32GB eMMC+128GB card), WiFi, Bluetooth, Webcam, USB TYPE-C, Chrome OS,Gray JVQ MP",249.0,1.1 GHz celeron_n4000,2.0,2.0,GDDR4,ata,False,2014.0,1652745600.0,11.6,1366.0,768.0,4.0,2400.0,160000000.0,Hybrid,,10.0,lenovo,,chrome os,,celeron,1.1,0.77,8.48,11.5,intel,32.0,,intel,intel,True,gray,2.0,1.81
B0B1HWYSSR,"ASUS VivoBook 15.6'' FHD Touchscreen Thin and Light Laptop, 11th Gen Intel i5-1135G7 (> i7-1065G7), Intel Iris Xe, Backlit, Fingerprint, W/Stylus, Windows 10 Home, Gray (Black, 20GB | 512GB SSD)",652.8,4.2 GHz core_i5,,4.0,DDR4 SDRAM,usb 3.1,True,,1652745600.0,15.0,,,20.0,,,SSD,,5.0,asus,vivobook,windows 10,,i5,4.2,3.0,13.0,20.0,intel,2.0,,,intel,,,,3.97
B0B1J17RC6,asus Laptop (8GB | 512GB PCIE SSD),583.99,4.2 GHz core_i5,,,DDR4 SDRAM,usb 3.1,True,,1652832000.0,15.0,,,8.0,,,SSD,,5.0,asus,vivobook,,,i5,4.2,3.0,13.0,20.0,intel,2.0,,,,,,,3.97
B0B1L638D3,"HP Pavilion Laptop (2022 Model), 17.3"" FHD IPS Display, Intel Core i3-1115G4 Processor, 16GB RAM, 256GB PCIe SSD, 1TB HDD, Anti-Glare Screen, Long Battery Life, Webcam, HDMI, Bluetooth, Wi-Fi, Win 11",589.0,4.1 GHz core_i3,,2.0,DDR4 SDRAM,pcie x 4,,1999.0,1652745600.0,17.3,1920.0,1080.0,16.0,2666.0,256000000.0,SSD,,,hp,pavilion,windows 11,,i3,4.1,,,,intel,256.0,,intel,intel,True,silver,2.0,6.89
B0B1LBV7JY,"Dell Latitude 7490 Laptop FHD Touchscreen Notebook PC, Intel Core i7 8650U Processor, 32GB Ram, 512GB SSD, Webcam, WiFi, Bluetooth, HDMI, Type C, Windows 11 Professional (Renewed)",529.0,3.3 GHz core_i7_8650u,,4.0,SDRAM,solid state,False,2008.0,1635897600.0,14.0,1920.0,1080.0,32.0,,512000000.0,SSD,,,dell,latitude,windows 11,lithium ion,i7,3.3,5.0,9.0,13.0,intel,,None,intel,intel,True,black,1.0,3.0
B0B1M668KH,"Lenovo 2023 Newest Ideapad 15.6 Inch FHD Touchscreen Laptop, AMD Ryzen 7 5700U (8 Core, Up to 4.3 GHz), 12GB RAM, 512GB SSD, Wi-Fi 6, Bluetooth 5, Windows 11 Home, Bundle with JAWFOAL",639.99,4.3 GHz amd_ryzen_7,1.0,8.0,DDR4 SDRAM,usb 3.2,True,2020.0,1652918400.0,15.6,1920.0,1080.0,12.0,,512000000.0,SSD,,,lenovo,ideapad,windows 11,,ryzen,4.3,,,,amd,,,radeon,amd,True,black,1.0,3.52
B0B1N4S21S,"Dell Latitude 5000 Series 5420 Business Laptop, 14"" FHD Display, Intel Core i5-1145G7 Processor, 32GB RAM, 2TB SSD, Webcam, HDMI, Smart Card Reader, RJ45, SD Card Reader, Wi-Fi 6, Windows 11 Pro",1599.0,2.6 GHz intel_core_i5_1145G7,4.0,4.0,DDR4 SDRAM,pcie x 4,,,1652832000.0,14.0,1920.0,1080.0,32.0,2600.0,2000000000.0,SSD,,,dell,latitude,windows 11,,i5,2.6,0.76,8.35,12.65,intel,2000.0,,iris,intel,True,gray,1.0,6.0
B0B1NP9LZZ,"Dell Latitude 7490 Laptop FHD Touchscreen Notebook PC, Intel Core i7 8650U Processor, 16GB Ram, 512GB SSD, Webcam, WiFi, Bluetooth, HDMI, Type C, Windows 11 Professional (Renewed)",499.93,3.3 GHz core_i7_8650u,,4.0,SDRAM,solid state,False,2008.0,1635897600.0,14.0,1920.0,1080.0,16.0,,512000000.0,SSD,,,dell,latitude,windows 11,,i7,3.3,5.0,9.0,13.0,intel,,None,intel,intel,True,black,1.0,3.0
B0B1PL8GNV,"2022 Newest HP 15 Laptop, 15.6"" FHD IPS Display, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 16GB RAM, 1TB PCIe SSD, Fingerprint Reader, Ethernet Port, Windows 11 + Microfiber Cloth",599.0,4.1 GHz apple_ci3,,2.0,DDR4 SDRAM,pcie x 4,True,1999.0,1652832000.0,15.6,1920.0,1080.0,16.0,2666.0,1000000000.0,SSD,,,hp,,windows 11,,i3,4.1,,,,intel,1000.0,,intel,intel,True,,,3.86
B0B1QSJTJJ,"HP Pavilion Laptop (2022 Model), 14"" FHD IPS NonTouch Display, AMD Ryzen 3 3250U, 8GB RAM, 128GB SSD, Micro-Edge, Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Win 11",324.99,,,,,,False,,1652918400.0,,,,,,,,,,,,,,,,2.0,11.0,14.0,,,,,,,,,3.24
B0B1QV2SJR,"HP Envy 2-in-1 Laptop, AMD Ryzen 5 5500U (> i7-1065G7), 15.6"" FHD IPS Touch-Screen, Webcam, USB Type-C, 11hr Battery Life, Wi-Fi 6, w/HDMI Cable (16GB RAM | 512GB PCIe SSD)",699.99,4 GHz ryzen_5_5500u,1.0,6.0,,usb,True,,1652918400.0,15.0,1920.0,1080.0,16.0,,,SSD,,11.0,hp,envy,windows 11,,ryzen,4.0,0.79,8.66,13.78,amd,512.0,,radeon,amd,True,,6.0,6.8
B0B1W4BYDM,"HP 2022 Newest 15.6"" HD Display Laptop, AMD Athlon Silver 3050U(up to 3.2GHz,Beat i3-8130U), 16GB RAM, 1TB SSD, 1-Year Office365, WiFi, Bluetooth, HDMI, Webcam, Win 10S, Pale Gold, JVQ Mouse+Sleeve",499.0,2.3 GHz athlon_silver_3050U,3.0,2.0,DDR4 SDRAM,solid state,False,2014.0,1653004800.0,15.6,1366.0,768.0,16.0,2666.0,1000000000.0,SSD,,,hp,,windows 10,lithium ion,,2.3,0.78,9.53,14.11,amd,16.0,,radeon,amd,True,gold,2.0,3.75
B0B1Z5Y4SB,"Dell Precision 3541 Workstation Laptop PC, FHD Non-Touch, Intel Core i7-9850H Processor, 16GB Ram, 512GB NVMe SSD Drive, HDMI, Web Camera, Thunderbolt, Windows 11 Pro (Renewed)",599.95,1 GHz apple_ci7,,12.0,DDR4 SDRAM,solid state,False,2008.0,1627776000.0,15.6,1920.0,1080.0,16.0,2600.0,512000000.0,SSD,,,dell,precision,windows 11,,i7,1.0,0.98,14.0,14.8,intel,,None,nvidia,intel,False,black,1.0,4.6
B0B22QFC72,"HP 15-ef1183od 15.6"" Full HD Notebook Computer, AMD Ryzen 7 5700U 1.8GHz, 16GB RAM, 256GB SSD, Windows 11 Home, Natural Silver - Refurbished",576.64,1.8 GHz amd_r_series,2.0,8.0,DDR4 SDRAM,solid state,False,,1652832000.0,15.6,1920.0,1080.0,16.0,,256000000.0,SSD,,10.0,hp,,windows 11,,,1.8,2.8,11.9,20.2,amd,,,radeon,amd,True,silver,1.0,5.0
B0B22S5K5T,"2022 Newest Lenovo ThinkPad T14, 14"" FHD IPS Display, AMD Ryzen 5 Pro 4650U Hexa-Core Processor, AMD Radeon Graphics, 40GB RAM, 1TB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10 Pro",999.0,4 GHz ryzen_5,,6.0,DDR4 SDRAM,pcie x 4,True,,1653264000.0,14.0,1920.0,1080.0,,2666.0,1000000000.0,SSD,,,lenovo,thinkpad,windows 10,,ryzen,4.0,,,,amd,,,radeon,amd,True,,,3.23
B0B23S93SZ,"ASUS ExpertBook B5 Thin & Light Flip Business Laptop, 14” FHD, Intel Core i7-1195G7, 1TB SSD, 32GB RAM, All Day Battery, Enterprise-Grade Video Conference, NumberPad, Win 11 Pro, B5402FEA-XS77T",1658.99,5 GHz core_i7,1.0,4.0,DDR4 SDRAM,usb 3.2,False,,1653350400.0,14.0,1920.0,1080.0,32.0,,,SSD,,,asus,,windows 11,lithium ion,i7,5.0,0.7,8.78,12.73,intel,1000.0,None,iris,intel,True,black,2.0,5.25
B0B23X4W9C,"ASUS VivoBook 15X OLED Laptop, 15.6 inch OLED Display, AMD Ryzen 5 5600H CPU, AMD Radeon GPU, 8GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, M1503QA-ES52",744.99,4.2 GHz ryzen_5,2.0,6.0,DDR4 SDRAM,usb 3.2,True,,1653350400.0,15.6,1920.0,1080.0,8.0,,512000000.0,SSD,,,asus,,windows 11,lithium ion,ryzen,4.2,0.78,8.96,14.5,amd,512.0,None,,amd,True,blue,2.0,6.0
B0B24B3GHD,"ASUS ZenBook 14X OLED Laptop, 14” 2.8K 16:10 Display, Intel Core i7-12700H CPU, Intel Iris Xe Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Wi-Fi 6E, Pine Grey, UX5401ZA-PS74",829.0,4.7 GHz core_i7,1.0,14.0,,usb 3.2,True,,1653350400.0,14.0,2880.0,1800.0,16.0,2300.0,,SSD,,,asus,zenbook,windows 11,lithium ion,i7,4.7,0.63,8.7,12.25,intel,1000.0,None,iris,intel,False,gray,2.0,2.87
B0B24K3MPN,"HP 2022 Notebook 14"" HD Laptop, AMD Ryzen 3 3250U Up to 3.5Ghz, 32GB RAM, 1024GB SSD, USB C, WiFi, 10hours Battery Life, Bluetooth, Webcam, Windows 11 Home S, Silver, 3in1 Accessories",689.9,3.5 GHz ryzen_3_3250u,3.0,2.0,DDR DRAM,solid state,True,,1653264000.0,14.0,1366.0,768.0,32.0,3500.0,1000000000.0,SSD,,10.0,hp,,windows 11,lithium ion,ryzen,3.5,0.7,8.9,12.8,amd,,,radeon,amd,True,,,3.2
